4481R;2;1;1;k;k;n;2;1;2;2;d;35124;f;5;NA;ab;NA;NA;NA;NA;1;NA;NA;NA;NA;2;1;1;NA;ab;NA;2;1;1;2;k;NA;2;k;div,1;n,ff;k;5;2;2;2;1;1
1023S;2;1;2;NA;NA;NA;1;2;2;1;k;NA;NA;3;str;NA;NA;k;d;5;1;2;2;2;2;1;2;1;ab;NA;NA;2;2;1;2;k;NA;1;sp;ab;NA;k;5;2;1;2;2;2
1027S;2;2;1;sp;k;k;1;2;2;1;k;NA;k;5;sp;div;ff;k;k;5;2;2;2;1;2;2;1;1;i;k;n;1;2;1;2;k;k;2;k;div;f;k;5;2;2;2;1;1
1031S;2;1;1;sp;1;ff;1;2;2;2;k;NA;f;5;sp;s;f;k;p;5;2;2;2;1;1;1;2;1;NA;kl;n,ff;1;2;1;2;k;f;4;i;ab;NA;k;5;2;2;2;1;1
2178S;2;2;1;k;k;k;1;2;1;2;k;NA;f;5;k;k;k;k;k;5;2;1;1;1;2;2;1;2;k;s;f;1;1;1;2;k;ku;2;k;1,x;f;k;5;2;2;1;1;2
3329S;2;1;1;k;1;ff;1;1;NA;NA;k;NA;k;5;p;k;nb;k;k;NA;2;2;2;1;2;2;1;1;k;k;n;1;2;1;2;k;NA;2;k;s;n,ff;k;5;2;2;2;1;1
4476S;2;2;1;k;k;n;1;2;1;2;k;NA;ku;5;k;k;k;k;k;5;2;2;2;1;2;0;0;0;k;ab;NA;1;2;1;2;NA;NA;2;k;k;f;k;5;2;2;1;1;1
4480S;NA;NA;NA;NA;NA;NA;1;2;1;2;f;35421;f;4;NA;ab;NA;k;k;5;NA;NA;NA;NA;NA;1;2;1;NA;NA;NA;2;NA;NA;NA;NA;NA;NA;NA;ab;NA;NA;NA;NA;NA;NA;NA;NA
1026T;2;1;1;k;x;f;1;2;1;2;k;NA;NA;5;k;k;f;k;k;5;2;2;1;1;1;2;1;2;k;1;ff;1;2;1;2;k;k;1;k;1;f;k;5;NA;NA;1;NA;NA
1030T;2;2;1;k;k;n;1;2;2;2;k;NA;k;5;k;1;ff;k;k;5;2;2;2;1;1;2;1;2;k;k;k;1;2;1;2;k;kt;2;k;k;k;fp;2;2;2;1;1;2
